target,text
4,Happy Mother's Day to all the mommas! working 12-7... waiting for the sister to get up so we can give my mom her presents 
0,Mon coeur se brise pour vous... mes chers.  &quot;Air France plane on its way from Brazil to Paris has gone missing&quot;
0,uggh got so much to clean right now its not even funny.. 
4,yart sale didn't go too shabby!   got another international order out of it!  woohoo!
0,"@NelDaffodil: I'm liking the thinking about Angel. They r a v bizarre set of people, but such a shame they're not v entertaining "
0,@kaos527 LMFAO!  i will!  it's her last weekend here.. 
0,I want to program  but I can't seem to find the time today...
0,@Siobhan_Vamp course we can be best friends haha!! Tweet buddies!! But I live in Birmingham 
4,Ah there's something about Friday nights! What is it that feels so good?  
0,"I feel like doing something, but my head hurts "
4,Wow ubertwitter is so much better than twitterberry  http://myloc.me/2KmI
4,@breaking news- Tell Bin Laden we're already suffering the consequences of White House policies! 
4,"@jadedaniels Fitting for December, dear? I heard the rumor "
0,"@mikemccloy i can barely focus on one thing more than a few minutes, i promise you id be your least favorite person to deal with today "
0,"@mils1801 just about, tryin to pack my stuff for the weekend but i dunno wat to bring "
0,Well It's bedtime....a long day with a bunch of activities and sunburn.  oh boy.
0,@garyyen i dont think i like your mommy 
0,"@AtiaAbawi ...argh, 130am "
0,@lliissaa_ just this thing thats on my mind and i cant stand anymore.  people hear one thing about me and judge me.
0,@gulpanag lady u are lucky u have a housekeeper! my weekends go in housekeeping 
0,"@feliciaday Haha I had to look them up on Pandora, and now I'm a little freaked out as well, because I'm totally rocking out now. "
0,thinks he cant wear his manhid shirt anymore...  but wth.. ill still wear it... http://plurk.com/p/rmyd4
4,@jldlin waitaminwaitamin. YOU know the dance! 
4,@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?  
0,how is it that my lovely clean bedroom has now become home to katie's entire life belongings?! I now cannot see the floor again 
0,"@bradmoorephoto It got cancelled?! knew It had some probs with the strike, but never heard cancellation. It was a good, well done show.  "
4,@cryslewis I hope you're liking it! 
4,Good morning twitterland!... Remember that you can't turn over a new leaf if THE TREE IS DEAD!!!!!! Be blessed..... 
0,"So... Tired... God I hate the new job, and only two days in "
0,"Great, my boyfriend has gone back to bracknell  what am i supposed to do for the next month?"
4,the weather is amazing! think i might go for a shower and sit out in it! 
4,@PerezHilton tweetheart! haha 
0,"I wanted to use this opportunity to finally use my new luggage set... but uh, I'm only going to be gone for a night. "
0,x( school tomorrow!!. I have a swimming class!!. I hate it!!! 
4,YES DIVERSITY WON ! they definatly deserved to win 
4,@mariroxthisbiz hahah uh oh!!  i'll behave
4,"@MsClara Based on proxy experience of Mrs Rowles, boobs will fill out again. Took between 6 months and a year. Her arse was always tiny "
4,@weschicklit hey becca  we're ships that pass in the night
0,I need some of those fingerless gloves today - my  hands are freezing and I'm making lots of typos.  
4,da new DJ is cool i jst hd a brief conversation wth him abt maldivian island &amp; 15B  wish i hd taken @myuslan advice &amp; gone to 15b lst nite
4,@laughingcity 
0,Ahh back to school 
0,@vishnupsp Studies started..? I am yet to start  do uou have a psp at home..?
4,I shall download Crunk Juice when I get home 
0,@spirallings atleast your results are still far away. mines are coming out next next week  sighs. i'm leaving on the 6th at night.
4,hanging out with some cool peeps! 
0,@maroon5 - thats weird  im eating one right now too. what sandwich? mine is tuna salad. I think they put a whole onion in it 
4,@CollectorManiac Heheh the ego feels loved 
4,the movie UP was great . very very funny . gotta check it out 
4,@Jeddroo heh very fun there. I've known a couple places having themed conference rooms like that. 
4,@HOTTVampChick it is true we could possibly still meet up 
4,@wearestereos you guyys are absoloutly amazzinnnggg ! . &lt;3 cannot get overr iit . ! XD 
0,@imcudi Your not texting me 
4,"@bact oic, but i'm afraid the answer might be as well 'blowing in the wind' in Sarakan's style "
0,@kylieeann she dosn't like me going to concerts and stuff she hears all the stories about the bad things that happend and so i can't go 
4,kalahari was fun... actually this whole break was fun 
4,tired...goodnight 
0,i want a fisheye lens 
0,@MrRoyalty lol damn.. mines sure aren't.. 
4,@pinkpigs everything gets better with time-keep smiling 
4,to all my new follower thank you 
0,Ugh... i feel so sick right now  Blahh ):
4,@hillaaryy happy birthday girl 
0,"And now she sleeps!! Again...... i can see kittens moving hard in her belly but all she does is sleep, think i need the Vet now "
0,@mttyoung6 not fair!!! 
4,"@rosiefresh yes! I was gutted I missed last years, it's always a laugh and you girls looked like you had fun "
4,@heyitskayla you obviously have short term memory loss 
0,@sovietkiki when they realise that we will have no more lol material 
0,"I miss all my cubic girls  Yenny, Taty Mai,ALL "
0,"Can't believe that being a grown man, I still watch Saved by the Bell. I am ashamed. "
4,@luxechandelier Way to go! I knew you'd get it again in no time. 
0,"For the first time in my life, I am dropping off a computer at a tech shop "
4,"@aheadoftheQ Lol, giggles, swearing and I nearly told her to keep the £4 "
0,@AntonioCruz13  i think youve done and do enough then for me to add on to anything
4,This is Dylan btw...The one on the left is him at 15. The other one is him at 11.  I love him. (L)  http://www.twitpic.com/6r0qp
0,wow i just watched the MTV movie awards on there website. poor Rob during the kiss i hope that was all intentional   
4,"...considering I paid Budget's cheapest rate, I consider this a win "
4,@hannahhhhhh how much are you willing to pay?  Hahaha
0,@PickupMan04  maffew angry?
4,"http://twitpic.com/6th0e - Me, myself and I. "
0,@aplusk eat someone ass.. 
0,He's gone. 
0,didn't do so well round one 
4,"@deesix are we talking Trade Collections or are we talking single issues here...come on now, there's a difference you know. "
4,@AdamJCosburn I'm definitely feeling better. 
4,@uptownRinky Laptop or music app? 
4,wakeboarded 2day.it was raining&amp;it was fuckin cold.wakeboarding in the storm.is there anything better?yes.wakeboarding in the sunshine. 
4,Happy Star Wars Day to you all 
0,"@Jrathbne goodness me, your so nice! wish the twilight convention in fl wasn't on mothers day! "
4,"@cristoferdrew funny how you have over 10,000 followers, but no friends.  Update!"
4,p.s. I'm wearing green shorts 
4,@selenagomez aw tht must suck. well anyways im sure the movie came out wonderful and i can't wait to see it!  -Julia
4,DONT GIVE A DAMN WHAT ANYBODY SAYS JUST WANNA HAVE A LITTLE FREE RIDE 
0,The bus was late and I walked to the next bus stop. Then instead I had to run and I lost my Harley pin from my jacket 
4,@Pandaaaaaaaaa ahem.   
0,Total bummer! Tim to change my wondefull flat tire   http://twitpic.com/7n7nb
4,@RolandMillward  Yes I did!  Not wanting to rub it in or anything   x
4,@technoblogs Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,"Not PM'ing anymore now, I've said what I have to. Not in my hands anymore, i wash them of it infact. Anyhows, twitter  x"
0,"@radarxcrave aww , you k? what happened hun?  haha im bored to "
0,"@angieepants omg  me too , i slept maybe a good 3 hours due to these allergies. ugh :/"
0,@belletrist9 aaawwwww  *hug* hopefully the experiment turns out better.. asap! *SNAP*
4,I was the meat in a cuddle sandwich tonight.  It's nice to be home 
4,@JoesGaGirl you're welcome. 
0,"@foo_yong http://twitpic.com/87n49 - will do, i promise! oh lord... my poor smooshed honda "
4,"@jdickerson www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
4,So let's spendsoo lets spendd the afternoon in a cold hot air balloon! okk im gonna sleep  good bye owl cityyerss.
4,@Flickthecat hmm that is true. maybe just put them on now &amp; then to cheer yourself up over your poorly finger  'Grrrr' and so on...
4,"@miketon944 all 11 are potty trained, but accidents do occur, nice carpet not recommended "
4,BJK ! We will be the champions in 3 hours ! Getting ready for Bodrum ! 
4,Time to go out! 
0,is wayyy wayyy jealous of them brazilians and wants to meet mcfly againnnn  (L) @tommcfly
4,@sqa Thanks for the Follow Friday 
4,Its a good hair day 
4,"@fauxparse Just discovered that Firefox doesn't recognize &quot;login&quot; as a word! +1  (though, twhirl doesn't recognize &quot;Firefox&quot;, haha)"
0,@00PoLoShAwTy Pissed ! cuz im in this country ass town..lol i wanna go hooommmee  lol
4,"@ellljayy yaaaay. it doesnt hurt after the first time i promise  im okay thanks. just want time to fast forward, kinda boreddd. howre you?"
4,@SirEdwardCullen I love you. Yay for Houston tomorrow!! 
4,good morning.  awake...having some Otter Pops with my girls: Alex and Shana. 
4,@tboetig Mine shipped last Friday and will be in by this Thursday! 
4,"@james_a_hart Ah, never mind... UI got it.   (RHS-&gt;Friends-&gt;Browse/Edit Friends)"
0,"@sparksthealy Haha awh, I've been trying to do that for the past 3 years. My mom won't let me either "
4,"@ark_mage2  Coronis beta looks awesome, I'd love to test it. "
0,right seriously need to get back to revision now.  bye for now!
0,@mwegner Pretty awesome!  I seem to have a problem with text rendering though.  Have had the problem since Off-Road Veloiciraptor Safari. 
4,@toriilovesmcfly well you should be! corr!  you pissing tart ;) loveeeeeeeeeeeee xxxxxx
0,hubby has left for maine... so sad &amp; lonely  
4,@TheFlyest1 thank you. 
0,is working 2-close 
0,Is at the firework stand 
0,@littledotty i was ridiculously late for work and got told off haha  its just been a very bad day altogether 
4,@dutchkatie Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,This summer is going to be shite.. i can tell 
0,"@twinschick1 I have a t-shirt from cafe press with a picture of John McCarthy, creator of Lisp. It is also fading after very few washes "
4,@Jadelette sure  remind me which type to get again though. xx
4,Working on my Science powerpoint 
0,is at work miserable! I don't feel well! I need someone to make me feel better! 
4,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d
4,@mobiletopsoft Are anybody with Symbian S60v5 real experience here? It would be grate to learn your opinion 
0,Hhh can't sleep. P.S. I miss everyoneee 
0,"@ikostar I am sure my gran used that when all the family were around, to make massive loads of tea "
0,@Scarlet_Velvet Like the ones from me!! I'll be on and off here today hun as I have someone sitting behind me again 
0,@BlackBeauty85 my picture won't upload PAC 
0,Is feeling epically shit. Time to see a doctor tomorrow 
4,my best friend is coming over @ 12 and maybe she will get a twitter foreal this time 
4,@Yadilove - Welcome to my twitterverse!  Hope you feel well in IT.
4,@npeep being an adult is so much cooler. i'm pretty sure last night would not be allowed if you were in high school. :x  ily!
4,@cupccakke Can u follow me plz i will shout you out if you do 
4,http://twitpic.com/553zz Congress started 
4,"one is ok, two is fine, three is enough "
4,We aren't following you but we are watching you 
4,@sarahstyle i cant wait to meet you! 
4,@swedegis I'll have to check them out...my owners that is  thanks!
0,@Kingsavage85 I think u just have to manually enter it? I dunno Hun....I'm not too savvy myself only been on 2months.  
4,@r6d2 Good morning sir 
0,"so not in the mood to go to work, but i guess it's gotta be done "
0,"I feel weird, my throat is soar  mabye i should stop smoking?...................Na LOL"
0,still on the phone ahhahahha wow. fuck obese fast spiders 
0,"@pikakii oh no, why's that "
0,"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy! "
